gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
UGT2B15,3.3726116646214566,6.104528678033122,1.5371977400832448,3.9712058630157365,7.150975195622332e-5,5.247354938628795e-4
SCGB1D2,362.98607138200015,6.047343775038646,0.5411166150701486,11.175675642956719,5.364060813504335e-29,9.458627234479312e-27
LOC101929223,5.904224406712325,6.044267532436958,1.4391579077089087,4.199864031640024,2.670753139390008e-5,2.200251890246879e-4
ZNF799,5.827808108558958,5.978101559127851,1.383413083474714,4.32127007510488,1.551336508482704e-5,1.3581585470703392e-4
TFF1,1752.2345444392172,5.953124541224572,0.2730669868975794,21.800967626516638,2.2716382584941697e-105,5.665141296933246e-102
KCNK5,758.6789137942933,5.929459090023522,0.2444256172627491,24.258746511211864,5.3463294496166536e-130,1.8666174640391584e-126
GRIK3,466.4930058138589,5.906100202300669,0.3200327607465633,18.4546737919052,4.782439195009898e-76,6.957253418940649e-73
HMGA1P7,2.6280781611161412,5.883251007789913,1.8336624147620837,3.2084700872015532,0.0013344318959401173,0.006541751644882513
ZNF880,7.615805069463499,5.879841070779197,1.3243506490536574,4.439791738676431,9.004597325607705e-6,8.433114566155242e-5
TCN1,3.113153754670973,5.871541737076578,1.736177716620624,3.3818782955613647,7.199203224718222e-4,0.0038562899875393066
NARR,2.491194341911206,5.8081835427403705,1.8468262066067007,3.144954041675714,0.0016611292313597709,0.007862888555273189
LOC100129697,2.8346012280675534,5.782700357614523,1.687894357132234,3.425984768051151,6.125747337312102e-4,0.0033798094585163513
LOC102723808,2.676700546609204,5.782688304469229,1.6830191274478818,3.4359017138670644,5.905851847294334e-4,0.0032771282802993387
GPR139,4.980117995798549,5.75528571659309,1.423686651222667,4.042522778204341,5.287917385164444e-5,4.034579274161525e-4
TNC,25.582564462726666,5.671682698760647,0.7200618214747873,7.876660766632854,3.362462015944262e-15,1.625997213638199e-13
PSORS1C2,407.95160637605915,5.66782522498103,0.8534441968307354,6.641119883442288,3.113086967402334e-11,8.099129536504105e-10
LOC101927291,5.160425404923844,5.631596522007479,1.3729551688658066,4.101806562744303,4.099369190137597e-5,3.2163005821227874e-4
FUOM,37.663501039342364,5.613602882618592,0.6800394741828079,8.254819162320489,1.5213241028889492e-16,8.707460611190946e-15
BFSP2,4.304423403446083,5.576434923345626,1.9173791671174782,2.9083631547582973,0.0036332615079095257,0.01503603613152601
LOC101927125,2.1864230131176856,5.5684025878771,1.8822363496370749,2.9583971157239506,0.0030924345267243944,0.013166982812933598
KIAA1239,4.570515167395141,5.5338966778947905,1.5878997055038078,3.4850416929443284,4.92060363828593e-4,0.0028062390628408197
LOC101929206,2.589331655112628,5.529015168214556,1.5811680969561612,3.4967915042418487,4.708897071072269e-4,0.0027022753507465022
UGT3A2,29.27063554165214,5.4956609907882426,0.7652499825198235,7.18152383707618,6.893866125293387e-13,2.4560453254948296e-11
CLDN2,18.512962737388953,5.463375911117833,0.7915854866650942,6.901814147875212,5.134258019170732e-12,1.5321152519771535e-10
MUC5B,1986.13446788904,5.332551769105454,0.2759440466708627,19.324757440648654,3.325430652301893e-83,6.4502269885815726e-80
CT83,1.7664490770133632,5.311214832246403,2.1060562321476715,2.5218770283404255,0.011673050737153957,0.03949589051295803
ZNF728,7.014686774613549,5.276051566266938,1.3143351100726701,4.014236191236817,5.963860426922238e-5,4.472126781476869e-4
LOC101927200,4.188413924537247,5.237314948226462,1.588054231547607,3.2979446445746,9.739533309659565e-4,0.005012471491353981
ZMAT4,24.29247746607237,5.2206761757480855,0.6904759795380753,7.560981598868493,4.0003884116187714e-14,1.699143077898513e-12
PAGE2B,3.6147049358123957,5.163853302711707,1.5543460396920008,3.3222031457904593,8.930964600358803e-4,0.004656745789380634
TMPRSS3,9.542360737549966,5.0863614019158545,1.0096853788144233,5.037570622136057,4.714776259467348e-7,5.763714927277416e-6
ZNF521,39.9236933422901,5.073876200945698,0.5251531397672001,9.661707827158649,4.384920333746585e-22,4.502797309777302e-20
ARHGAP36,1.6426613607349783,5.065079199470335,1.9594520280724814,2.584946774355516,0.009739403104673307,0.03405182455403203
RBM24,21.674653755351773,4.9987802803981864,0.6416354736143911,7.790685655578862,6.6646533133292606e-15,3.086070368455939e-13
BAGE2,5.612012456717603,4.9924414031356195,1.2327898881343764,4.049709890702343,5.128116593065296e-5,3.922941777613535e-4
CLPSL2,7.143989623873939,4.972392774338307,1.1973037740524388,4.152991815526115,3.2815647997095744e-5,2.6484640179625534e-4
GPX3,31.21079097315932,4.963572527802595,0.6421427471118686,7.729702702595321,1.077980344494089e-14,4.845484290436671e-13
GPC6,194.8106007509214,4.958787256254503,0.3790750660327232,13.081280465506644,4.2128310770981666e-39,2.0428720031361862e-36
ZNF44,5.450109236672035,4.9561846390001865,1.2749368738622924,3.8873961061192985,1.0132533342159999e-4,7.143927082152146e-4
LOC389332,2.7396921471219415,4.9514611872414145,1.817854890581599,2.7237934187680177,0.006453686009998781,0.024264914209896342
AZGP1,1890.235363899236,4.873656675649798,0.3135609320634053,15.54293337367773,1.7766174866097724e-54,1.7230228590970444e-51
NXPH3,119.36047276305374,4.825447751844557,0.44294697867588584,10.893962447310075,1.2316231415412616e-27,1.886003963323316e-25
CNN3,47.773905150816816,4.819942180709355,0.4363672485532744,11.045609395960216,2.302003786439407e-28,3.827245723797403e-26
IL20,19.512655194610527,4.802381013106525,0.8312305433611983,5.777435696344143,7.584769458689163e-9,1.3253986030063734e-7
LOC101926959,41.16797790837631,4.782389181438845,0.6750913792593781,7.084061992741569,1.3998923536537613e-12,4.6905798114652035e-11
LOC101054525,4.231870345952525,4.7441134316164675,1.4375426120326293,3.3001549949941835,9.66314442181784e-4,0.004977560111291651
BMPER,4.323117875353451,4.7174655473420035,1.4064765105759836,3.3541019077596226,7.962303259030615e-4,0.004219730661593729
GREM2,32.72600226983443,4.708185448028287,0.5478241061634013,8.594337845045397,8.374629659958765e-18,5.537723862647734e-16
KCNJ2,6.931377809408053,4.695183939589192,1.17251431681505,4.00437237503668,6.218235015183787e-5,4.6353635964861836e-4
LOC102724195,2.3502480875342027,4.657488552228267,1.689912970206486,2.756052314137326,0.005850363908943008,0.022362558081545452
PROB1,2.241023424076943,4.643335796752785,1.5826958686190158,2.9338143156994123,0.003348244493066883,0.014082667579911235
RAB34,8.185049566327768,4.614775132187929,1.0211810876306944,4.519056598369791,6.211578955844097e-6,6.0409768151626966e-5
NR5A2,36.80953373295161,4.568161726360361,0.5483342781197178,8.330979675436222,8.017609572442882e-17,4.760660214494401e-15
IGFBP4,2859.3472247131695,4.562380750924353,0.1772236170332068,25.74363861487766,3.798008522751356e-146,2.210061159389014e-142
STK32B,10.887802093858205,4.545942266007665,0.877241493041836,5.182087603089321,2.1941611051155339e-7,2.85846794119417e-6
MIR548AR,3.7443747791797204,4.54274454203172,1.439093443791688,3.1566710011982324,0.0015958128710555207,0.0076073471572955294
WDR72,2.1572996787998737,4.524131932209065,1.7344212377154617,2.60843896155708,0.009095623166565333,0.03220736178878925
ZNF443,11.065523551308802,4.519208122121501,0.9080625812869607,4.9767584473270645,6.465792651687978e-7,7.70466500481345e-6
HAAO,11.2794295213307,4.5161397524893765,0.9640915174701535,4.684347565198018,2.8085308875794563e-6,2.9535255243659377e-5
CALD1,8.20205885078265,4.491598000635049,0.9542089125201018,4.70714320700754,2.5121243575435747e-6,2.6626687862561133e-5
AFF3,66.86836906493674,4.465165918715355,0.4923153341415708,9.069727487771784,1.193150511147904e-19,9.771495537965143e-18
SOX3,10.816260836341469,4.440764026616968,0.8713631902225348,5.096341085377791,3.4628098539071203e-7,4.364640550155711e-6
FOXA2,2.5077091689723945,4.374573088302893,1.5293013792644667,2.860504245675165,0.004229678895708662,0.017123725529310324
SLC25A48,39.32083857758905,4.372668115679559,0.5163891218259526,8.467777361803824,2.5011980497092783e-17,1.5538581620560452e-15
PKD1L1,29.594122473264367,4.371146714398636,0.5542179757496434,7.887053299716882,3.0940528582414272e-15,1.5087396856514133e-13
KCNF1,372.6475831128972,4.33303600707143,0.24228707789230972,17.883892301500914,1.5745119207866942e-71,1.9633039000838084e-68
WISP2,91.21283596761502,4.329741999057904,0.3157614195787952,13.71206781637064,8.597227841306081e-43,5.360064515202866e-40
ELOVL2,95.31569573424582,4.314810441607454,0.4260259660408376,10.128045672206396,4.148579933148646e-24,4.828117326198394e-22
CYP2A6,3.4382733880206993,4.269343427789056,1.5861145038743212,2.691699380694488,0.007108899189628228,0.026366123732519176
LOC101059915,8.266196126724957,4.264984604831172,0.8689643020458001,4.908124067686246,9.195168144694882e-7,1.0654056112839352e-5
SCGB2A2,3522.737433978497,4.255280624312111,0.30128923377415273,14.12357345467539,2.718491598286769e-45,1.8982683132516848e-42
CNTNAP5,6.797577167134385,4.222792351490736,1.070211634148351,3.945754481403236,7.954909374764107e-5,5.759803108886646e-4
ZNF888,2.2317794017500763,4.17684760387426,1.6262821569723824,2.568341284423987,0.010218649493056144,0.035478712052561874
TSKU,645.9207993075546,4.142930629516953,0.19312660675069093,21.451889510310217,4.384748439318916e-102,9.568069188148789e-99
LINC00992,7.552855916996685,4.137135807378036,1.0006908033202735,4.134279833142362,3.560694113290272e-5,2.8448071915655965e-4
CYP2F1,6.85136514823547,4.113237537527762,1.1393295580723855,3.61022630228859,3.0592997084188104e-4,0.0018621406907206126
LOC102723839,4.058257551255715,4.109424812512959,1.4941391783517637,2.7503627988968247,0.005952931491808232,0.022706132652714997
OXER1,7.356710855972922,4.103595561634664,1.0890084271298723,3.7681944963914225,1.6443256574066872e-4,0.0010893735484382746
TACR3,5.161608753909382,4.084414099270137,1.2679998984754153,3.2211470238925477,0.0012767863062706495,0.00632308043930971
ABCC13,2.946590134446968,4.071773548521928,1.4345116603012664,2.838438795029942,0.004533481281621716,0.018128518838309515
SEMA3G,72.2980599854309,4.034768639820432,0.39110649283747595,10.316291633381493,5.947613192453631e-25,7.523730688453843e-23
GALNTL6,2.2475328508833483,4.014916430723735,1.61551101790086,2.4852299899140156,0.012946776041624758,0.04309091884816843
STC2,2137.653578710765,3.9987551704062168,0.3234113928691573,12.36429902772162,4.0775278516977973e-35,1.31817414272386e-32
PCDH9,6.753441512217309,3.9931971111122264,1.0127644537212048,3.942868548002455,8.051278983043516e-5,5.824748330169527e-4
PLAC8,4.541990120336788,3.9787852195682802,1.2897309963010333,3.0849729369763867,0.002035706754796278,0.009290805965615326
PTH1R,8.162905473352144,3.954043755381008,0.9161179523909627,4.316085876345298,1.5882021299267635e-5,1.3841859501813038e-4
GPR180,155.81895426090136,3.8997502127358676,0.3221321157779737,12.106058420526226,9.809584333201768e-34,2.8073100607328407e-31
DEFB132,4.6432913562142755,3.867557813792615,1.3410932840436462,2.8838842605573323,0.003928030915286412,0.016066456346802926
SLITRK6,152.0138563122513,3.867153436663227,0.3769856047551892,10.258093115185442,1.0883463708827505e-24,1.3286197619930192e-22
EGR3,131.58532240451356,3.811662823707844,0.9234851964045687,4.1274758258691095,3.667669740043687e-5,2.920917456749208e-4
IGFBP5,24772.68865080762,3.800043401619042,0.4603009879555879,8.255562123593984,1.5118895947452653e-16,8.68192653140398e-15
CUX2,9.154961783705259,3.7512416615535296,0.8439535258168744,4.444843876826808,8.795571685086087e-6,8.259510215521669e-5
GRPR,18.760730621840917,3.7508785889674767,0.7229852899759734,5.188042745782735,2.1251582915687832e-7,2.783112400293792e-6
AR,680.1697941135363,3.7462804933740785,0.32096508642397786,11.671925239947877,1.7736338478928633e-31,4.0739902740349626e-29
CHGB,3.5909195628375024,3.7383923531872596,1.5101678963699947,2.4754812773952284,0.013305673788543443,0.04410046465285796
BPIFB2,3.425306872176957,3.7026044101185973,1.494328176352494,2.4777719303642423,0.013220562276982834,0.04386000677865628
CCR10,27.71294807611993,3.7025256267018523,0.5887531138831283,6.288757612306794,3.200166745621902e-10,7.10754591327246e-9
PPM1K,306.93543788118166,3.697959243509035,0.28453818963951144,12.996354718479346,1.2831525492455873e-38,6.054052446535195e-36
FFAR2,19.41145645544572,3.6830380290272897,0.6630946857205857,5.554316914823301,2.7869944836269017e-8,4.347860831159502e-7
TFF3,1437.002381629398,3.6324583709704346,0.30276985478661883,11.997424160772079,3.6652655694664747e-33,9.843775545565578e-31
RAB39B,117.00529217761085,3.628482598928207,0.3780253349108703,9.598516987713852,8.110290827403939e-22,8.154095780010821e-20
SYTL5,251.1987539442672,3.5855405583934945,0.2960267531959254,12.112217965720156,9.099970397664025e-34,2.647636387200348e-31
TPTE2P2,14.643016621780495,3.570915046671491,0.6813294249938465,5.241099115459078,1.596229424776509e-7,2.1320104872474002e-6
HEY2,52.49873011957464,3.568920006556451,0.3872069951577696,9.217085567119662,3.0528490374718537e-20,2.6646792823573074e-18
CYP2G1P,3.4618082937275125,3.568822579450331,1.2495383409381413,2.85611290388328,0.004288626003324528,0.017326207854671673
CCNA1,3.157007580567202,3.565072328211533,1.456230232738056,2.4481515683878894,0.014359123722291419,0.04684493044665321
CT62,6.972775950095025,3.550841967624905,0.8488221510260878,4.183257898409596,2.8736108746627067e-5,2.3540415316277276e-4
RNF128,6.535574224745445,3.549929682673054,0.8849534009123672,4.011431199668995,6.035176552189576e-5,4.519780226150726e-4
AQP4,9.620093612103927,3.538780102153303,1.0309232550407392,3.4326319489353847,5.977529397352461e-4,0.0033062518468795596
LY6G6C,6.082452602440237,3.5147511331220094,1.1504128020723956,3.0552086405770247,0.0022490400574600457,0.010131998008536779
KCNQ5,5.0904596035302285,3.4910172215741406,1.0519866833483267,3.3184994418966602,9.050250336986658e-4,0.0047119063564800496
CNTD2,171.97921195445142,3.490477085414398,0.30524534273535475,11.434988832706331,2.7957267975305866e-30,5.67500031447575e-28
SLC43A1,17.240678587344583,3.4830808814600416,0.5802381003950318,6.0028475880655305,1.9388660440695538e-9,3.785993795449911e-8
ATP6V1B1,1026.7462218769633,3.456290208816213,0.19770381191399589,17.482162712774354,1.9592498981077953e-68,2.280175031417852e-65
SLC4A10,11.75783471521821,3.446626187847083,0.6704081512206012,5.141086339078466,2.7315448689527613e-7,3.5062190277432613e-6
LOC102723355,11.22013650062643,3.4125704489878386,0.6900617747527615,4.945311526943381,7.602219143229325e-7,8.948883316477029e-6
SMARCA1,49.967427012000755,3.3921078123816684,0.35798155472994303,9.475649701953593,2.6510574217533746e-21,2.515190728888514e-19
MUM1L1,80.39863360830843,3.389530713165061,0.3785327589631703,8.954392012065853,3.4161296041415443e-19,2.6742320403362755e-17
LINC01016,5.590549273370434,3.3797175562798043,0.9000986693606416,3.754830077329729,1.7345911648806834e-4,0.0011379465601398756
AOX1,17.27889264621617,3.3735785084091705,0.6210311161222775,5.432221382841198,5.565681272513632e-8,8.164714115484914e-7
CLPSL1,13.001522511354286,3.3619041447699827,0.6619192729706875,5.079024409852561,3.7937796971775395e-7,4.734927308812339e-6
C6orf141,76.05854707659638,3.3584524072968054,0.3548289806951165,9.464989022930245,2.9359189607519292e-21,2.7555020052605607e-19
CLSTN2,183.71271195311124,3.3413448290466454,0.36969344537712956,9.038150042498296,1.593455510446637e-19,1.2938117602728812e-17
FRMD3,19.41761829536471,3.3262185372938444,0.5865314933880318,5.670997337381365,1.4196860499362618e-8,2.360329464165459e-7
SLITRK1,4.784226497057542,3.3242939997281944,1.0253666200188176,3.242054046646444,0.0011867151473490439,0.00593935961217668
FGFBP2,10.3077956460845,3.3093610294853346,0.7727592751666557,4.282525148302655,1.8478423979389196e-5,1.5921907571974194e-4
LOC101930249,4.875259244200309,3.270282918686024,1.0639799221535315,3.0736321716173554,0.002114699898306215,0.009593637246551868
VSX1,10.507424900418911,3.2549748539765817,0.7339015961607487,4.43516524695449,9.20016902115935e-6,8.59322368124017e-5
PAK3,11.689689857941662,3.240852626923481,0.8448915919078602,3.8358206638147165,1.251457045656629e-4,8.58753366589142e-4
PDLIM3,12.890048798280118,3.2389570706191746,0.6792172624957549,4.768661295088062,1.854541576809352e-6,2.013353999151795e-5
MUCL1,160.66676653284958,3.234502622610806,0.3640944094431038,8.883692082935578,6.467715364866782e-19,4.845790005342464e-17
ROCK1P1,97.72075001838897,3.2300649793682545,0.3585553524035595,9.00855323373549,2.0879262511331323e-19,1.6567694802741404e-17
ADORA1,126.17619425583337,3.2217478683177085,0.2983420174462327,10.798840525030416,3.4857747126196395e-27,5.0290222444794255e-25
NR2E3,8.318747656228814,3.203251189174613,0.7576358015508897,4.227956470137128,2.3582340065554847e-5,1.973523060998998e-4
SOX5,13.151304420336569,3.1933263285245452,0.618673198799411,5.161572110641728,2.448845237392507e-7,3.1619446234586535e-6
RAMP1,152.1314171621038,3.18991385692684,0.42931509257540135,7.4302392627079374,1.0840141680151095e-13,4.340283332807286e-12
ACOX2,62.6781874974232,3.171101405256498,0.48699440825448703,6.511576624919656,7.436607620385026e-11,1.8156763528540053e-9
NCMAP,10.343342260525883,3.1625494242509053,0.8513667548904803,3.714673383808292,2.0346632384655043e-4,0.0013106684927635538
ZNF676,20.1527855162221,3.148427225716478,0.52080415679693,6.045318925793636,1.4911473757523935e-9,2.9920643377597166e-8
FLJ33534,4.945999645589125,3.1423494469363513,1.0714089536170732,2.9329131853227373,0.0033579777386738455,0.014101567809485042
NECAB1,12.460862355540486,3.1363661411857486,0.7617047673541915,4.1175613907210105,3.8290254933297726e-5,3.030067907391561e-4
NRAP,10.683625932140322,3.1338401445643855,0.6799116423634705,4.609187355096182,4.042459274182506e-6,4.119627060677408e-5
AP000330.8,2.6589294282658926,3.1287681108265963,1.2777992788300838,2.448559928513347,0.014342856776357764,0.04680060761586495
SPTSSB,1247.3728418690139,3.1210205491839105,0.33458721173344563,9.327973215157794,1.0791467599458243e-20,9.660853840191925e-19
SLC2A14,12.33486854195368,3.1092599550210824,0.7567191230610958,4.108869275621633,3.9760104637548625e-5,3.1293604448047176e-4
MGC45800,34.10268096316541,3.1005812418408545,0.3835407142615713,8.084099357770622,6.262526192680804e-16,3.2880529121326334e-14
NTRK2,34.67265727289587,3.091958978530849,0.47100984353563474,6.564531550595764,5.219669211389353e-11,1.3110757614852366e-9
KCNK2,175.0806009605205,3.06680721987652,0.2914221781282901,10.523588971757832,6.726163742893304e-26,8.895351549976394e-24
PPP4R4,33.358957781769426,3.0585537637574327,0.4678474908565971,6.537501693463029,6.255493695706069e-11,1.5489667155452601e-9
DOK7,117.71979069190584,3.0278465205685734,0.35645279741961255,8.494382825685118,1.98987424370964e-17,1.2585954591463472e-15
INSL4,207.29435117826415,3.0264134890189105,0.6445001434045968,4.695753011057166,2.656263500220543e-6,2.8103267832333343e-5
ESR2,3.4816501262443666,3.0141628107755185,1.1607379079887667,2.596764342777619,0.009410646334250487,0.03313891229601923
LOC101928343,10.87436752237863,2.998859699077012,0.7844580691287972,3.822842567490552,1.3192201345741105e-4,8.971416396283695e-4
CYBRD1,195.16981018123707,2.9987106715695075,0.36201546766013304,8.283377201950811,1.1973042668126944e-16,6.990414911621809e-15
CCL15-CCL14,4.481503477207281,2.998607024014957,0.9962765716549298,3.0098138502182445,0.002614078477212212,0.011500495961868343
C8orf46,19.83022190490281,2.9982336186437735,0.5212819208006354,5.751654716969265,8.837415145007546e-9,1.5320233980774251e-07
RORB,12.974432464090988,2.9938445272590024,0.775731759934375,3.8593811442144306,1.1367452733905523e-4,7.91224396614169e-4
TPRG1,15.646913224577135,2.9914846729669597,0.6190516060695468,4.832367194651756,1.349191120919882e-6,1.5088295578410237e-5
CCL15,4.3962528841520445,2.9601079111393434,0.9951797229533348,2.9744455628123228,0.0029351853069389585,0.012654860435473795
FAIM3,45.52848823277447,2.950901434089601,0.39576890174032153,7.456122553120143,8.910586857583485e-14,3.6259234212782025e-12
AC017060.1,4.6729070100565595,2.942466686072607,1.1026863099343172,2.668453085490722,0.0076201419761633285,0.027887802615908435
CCDC3,3.243849530068221,2.939676134434968,1.187931423534024,2.4746177062053043,0.01333788614599918,0.04419883797469774
TEX14,27.433089434033466,2.935565607325303,0.4042095266556677,7.2624849582677236,3.8004278961035434e-13,1.4085789762692049e-11
FBLN5,44.72938568589965,2.934442359163372,0.3821649253825608,7.678471163270387,1.6099838858860055e-14,7.133372765459898e-13
GUCY1A2,81.93374018174579,2.925893453466091,0.3567381917224379,8.201794821403922,2.368242538959561e-16,1.3208437700516633e-14
GLYATL3,30.884475072525348,2.909534994783544,0.6975922912544358,4.170824464747901,3.0349958471039173e-5,2.465422173238394e-4
FAM65C,322.75699658574274,2.895805600100287,0.5220559732860228,5.546925518106733,2.907365168354627e-8,4.519490092962308e-7
C14orf132,414.1376175074708,2.8944677689842417,0.22477008210495422,12.877460122262615,6.028704128928702e-38,2.5669045848465446e-35
PTGER3,72.693741590139,2.8799927231771703,0.35467650663478206,8.120054949517026,4.659726559137259e-16,2.5029183551648964e-14
MAN1A1,130.58801451909295,2.861397218442907,0.4247980423102411,6.7359002006726625,1.6291808571436626e-11,4.45079972193379e-10
KIF12,175.90348569437225,2.857427607147181,0.2406318264025625,11.874686943392422,1.6023277121670163e-32,3.8849770654582786e-30
GRIN2B,7.873791274662663,2.857406398716731,0.8530192052607639,3.349756231857916,8.088270783809481e-4,0.004270929917512466
LUM,4.640272135966697,2.855210677793022,1.1560810798710375,2.4697322078063286,0.013521423058911568,0.044688277610643555
RTBDN,27.939949073173945,2.847641282451128,0.5072478508821967,5.613905071255718,1.978107622073533e-8,3.2003544725243435e-7
ADAMTS15,872.8732814423037,2.835573715981801,0.20240709380148444,14.009260558638609,1.3682211868270324e-44,8.846310095718335e-42
PRR16,5.697570402117337,2.8205258717193447,0.8893585005397644,3.171416104987502,0.0015169767851258556,0.007281238311229602
SH3TC1,31.11622304194066,2.805029420132711,0.6690867112856452,4.192325707295647,2.761091960340847e-5,2.2703901249020335e-4
MAPT,756.6002841829314,2.8044429971566527,0.2470944414229315,11.349680636305838,7.443407149820666e-30,1.4123865066784714e-27
RFPL1S,4.06081063951624,2.8033713751784135,1.0457732107711948,2.6806685678160527,0.007347524789155375,0.027077420359781588
LOC100188947,12.710418823779547,2.796837664607258,0.7557869062193081,3.7005637985949633,2.1512098518384188e-4,0.0013730775277346718
KCNAB1,3.728967871737988,2.790942793737956,1.1380210817490288,2.4524526289517814,0.014188606000565585,0.046392675585666496
RERG,739.2025741092187,2.7758047943491517,0.23365518195642057,11.879919679533886,1.5051191542999333e-32,3.7006852220583004e-30
KCNMA1,116.34012986661112,2.7644547133852786,0.31002832570914557,8.916781094314471,4.800372742016744e-19,3.6593933169164323e-17
LHFPL5,6.069650620486748,2.7547737566750135,0.9090862702497529,3.0302665949604495,0.0024433795956177785,0.010878367151415342
LOC100130992,20.687513856175876,2.7480102468847933,0.4834662808449448,5.683974985974509,1.3159953381379595e-8,2.196303118343629e-7
PXDNL,27.87679488405177,2.7466751222132437,0.5853992881136101,4.6919686750288445,2.705885654772049e-6,2.859361130469471e-5
